service_date,line,estimated_boardings,ObjectId
2023/05/09 04:00:00+00,Newburyport/Rockport,9523,11334
2023/05/09 04:00:00+00,Framingham/Worcester,13739,11335
2023/05/09 04:00:00+00,Franklin/Foxboro,9623,11336
2023/05/09 04:00:00+00,Middleborough/Lakeville,6511,11337
2023/05/09 04:00:00+00,Lowell,6613,11338
2023/05/09 04:00:00+00,Haverhill,5944,11339
2023/05/09 04:00:00+00,Kingston,6178,11340
2023/05/09 04:00:00+00,Needham,5531,11341
2023/05/09 04:00:00+00,Fitchburg,5340,11342
2023/05/09 04:00:00+00,Greenbush,4792,11343
2023/05/09 04:00:00+00,Fairmount,3094,11344
2023/05/10 04:00:00+00,Providence/Stoughton,20809,11345
2023/05/10 04:00:00+00,Newburyport/Rockport,8790,11346
2023/05/10 04:00:00+00,Framingham/Worcester,13838,11347
2023/05/10 04:00:00+00,Franklin/Foxboro,9829,11348
2023/05/10 04:00:00+00,Middleborough/Lakeville,7395,11349
2023/05/10 04:00:00+00,Lowell,5965,11350
2023/05/10 04:00:00+00,Haverhill,5582,11351
2023/05/10 04:00:00+00,Kingston,6569,11352
2023/05/23 04:00:00+00,Franklin/Foxboro,9817,11353
2023/05/23 04:00:00+00,Middleborough/Lakeville,6856,11354
2023/05/23 04:00:00+00,Lowell,6717,11355
2023/05/23 04:00:00+00,Haverhill,6383,11356
2023/05/23 04:00:00+00,Kingston,5547,11357
2023/05/23 04:00:00+00,Needham,5650,11358
2023/05/23 04:00:00+00,Fitchburg,5429,11359
2023/05/23 04:00:00+00,Greenbush,5614,11360
2023/05/23 04:00:00+00,Fairmount,2925,11361
2023/05/24 04:00:00+00,Providence/Stoughton,19635,11362
2023/05/24 04:00:00+00,Newburyport/Rockport,9733,11363
2023/05/24 04:00:00+00,Framingham/Worcester,12914,11364
2023/05/24 04:00:00+00,Franklin/Foxboro,9687,11365
2023/05/24 04:00:00+00,Middleborough/Lakeville,6732,11366
2023/05/24 04:00:00+00,Lowell,6780,11367
2023/05/24 04:00:00+00,Haverhill,6456,11368
2023/05/24 04:00:00+00,Kingston,5724,11369
2023/05/24 04:00:00+00,Needham,6848,11370
2023/05/24 04:00:00+00,Fitchburg,5489,11371
2023/05/24 04:00:00+00,Greenbush,4773,11372
2023/05/24 04:00:00+00,Fairmount,2883,11373
2023/05/25 04:00:00+00,Providence/Stoughton,19608,11374
2023/05/25 04:00:00+00,Newburyport/Rockport,9367,11375
2023/05/25 04:00:00+00,Framingham/Worcester,12741,11376
2023/05/25 04:00:00+00,Franklin/Foxboro,8665,11377
2023/05/25 04:00:00+00,Middleborough/Lakeville,6764,11378
2023/05/25 04:00:00+00,Lowell,7112,11379
2023/05/25 04:00:00+00,Haverhill,5965,11380
2023/05/25 04:00:00+00,Kingston,6467,11381
2023/05/25 04:00:00+00,Needham,6841,11382
2023/05/25 04:00:00+00,Fitchburg,5687,11383
2023/05/25 04:00:00+00,Greenbush,4472,11384
2023/05/25 04:00:00+00,Fairmount,2772,11385
2023/05/26 04:00:00+00,Providence/Stoughton,16197,11386
2023/05/26 04:00:00+00,Newburyport/Rockport,9638,11387
2023/05/26 04:00:00+00,Framingham/Worcester,11759,11388
2023/05/26 04:00:00+00,Franklin/Foxboro,7630,11389
2023/05/26 04:00:00+00,Middleborough/Lakeville,5873,11390
2023/05/26 04:00:00+00,Lowell,5298,11391
2023/05/26 04:00:00+00,Haverhill,5570,11392
2023/05/26 04:00:00+00,Kingston,4477,11393
2023/05/26 04:00:00+00,Needham,4202,11394
2023/05/26 04:00:00+00,Fitchburg,4607,11395
2023/05/26 04:00:00+00,Greenbush,3818,11396
2023/05/26 04:00:00+00,Fairmount,2772,11397
2023/05/27 04:00:00+00,Providence/Stoughton,7392,11398
2023/05/27 04:00:00+00,Newburyport/Rockport,7354,11399
2023/05/27 04:00:00+00,Framingham/Worcester,5835,11400
2023/05/27 04:00:00+00,Franklin/Foxboro,1663,11401
2023/05/10 04:00:00+00,Needham,5904,11402
2023/05/19 04:00:00+00,Providence/Stoughton,17674,11403
2023/05/27 04:00:00+00,Middleborough/Lakeville,1382,11404
2023/06/04 04:00:00+00,Fitchburg,2058,11405
2023/05/27 04:00:00+00,Lowell,2828,11406
2023/05/27 04:00:00+00,Haverhill,1929,11407
2023/05/27 04:00:00+00,Kingston,877,11408
2023/05/27 04:00:00+00,Needham,894,11409
2023/05/27 04:00:00+00,Fitchburg,2417,11410
2023/05/27 04:00:00+00,Greenbush,1137,11411
2023/05/27 04:00:00+00,Fairmount,985,11412
2023/05/28 04:00:00+00,Providence/Stoughton,6370,11413
2023/05/28 04:00:00+00,Newburyport/Rockport,6477,11414
2023/05/28 04:00:00+00,Framingham/Worcester,4886,11415
2023/05/28 04:00:00+00,Franklin/Foxboro,1585,11416
2023/05/28 04:00:00+00,Middleborough/Lakeville,2067,11417
2023/05/28 04:00:00+00,Lowell,2307,11418
2023/05/28 04:00:00+00,Haverhill,972,11419
2023/05/28 04:00:00+00,Kingston,679,11420
2023/05/28 04:00:00+00,Needham,576,11421
2023/05/28 04:00:00+00,Fitchburg,2087,11422
2023/05/28 04:00:00+00,Greenbush,755,11423
2023/05/28 04:00:00+00,Fairmount,695,11424
2023/05/29 04:00:00+00,Providence/Stoughton,6423,11425
2023/06/04 04:00:00+00,Greenbush,585,11426
2023/05/29 04:00:00+00,Newburyport/Rockport,6685,11427
2023/06/04 04:00:00+00,Fairmount,589,11428
2023/05/29 04:00:00+00,Framingham/Worcester,5078,11429
2023/06/05 04:00:00+00,Providence/Stoughton,17776,11430
2023/05/29 04:00:00+00,Franklin/Foxboro,1617,11431
2023/06/05 04:00:00+00,Newburyport/Rockport,9505,11432
2023/05/29 04:00:00+00,Middleborough/Lakeville,2069,11433
2023/05/19 04:00:00+00,Newburyport/Rockport,9419,11434
2023/05/10 04:00:00+00,Fitchburg,4847,11435
2023/06/05 04:00:00+00,Framingham/Worcester,13808,11436
2023/05/29 04:00:00+00,Lowell,2531,11437
2023/05/19 04:00:00+00,Framingham/Worcester,14283,11438
2023/05/10 04:00:00+00,Greenbush,4578,11439
2023/06/05 04:00:00+00,Franklin/Foxboro,7791,11440
2023/05/29 04:00:00+00,Haverhill,1074,11441
2023/05/19 04:00:00+00,Franklin/Foxboro,8901,11442
2023/05/10 04:00:00+00,Fairmount,2807,11443
2023/06/05 04:00:00+00,Middleborough/Lakeville,5705,11444
2023/05/29 04:00:00+00,Kingston,840,11445
2023/05/19 04:00:00+00,Middleborough/Lakeville,5562,11446
2023/05/11 04:00:00+00,Providence/Stoughton,20249,11447
2023/06/05 04:00:00+00,Lowell,6486,11448
2023/05/29 04:00:00+00,Needham,638,11449
2023/05/19 04:00:00+00,Lowell,6849,11450
2023/05/11 04:00:00+00,Newburyport/Rockport,9434,11451
2023/06/05 04:00:00+00,Haverhill,5910,11452
2023/05/29 04:00:00+00,Fitchburg,2215,11453
2023/05/19 04:00:00+00,Haverhill,5768,11454
2023/05/11 04:00:00+00,Framingham/Worcester,14308,11455
2023/06/05 04:00:00+00,Kingston,5361,11456
2023/05/29 04:00:00+00,Greenbush,833,11457
2023/05/19 04:00:00+00,Kingston,4820,11458
2023/05/11 04:00:00+00,Franklin/Foxboro,9496,11459
2023/06/05 04:00:00+00,Needham,5483,11460
2023/05/29 04:00:00+00,Fairmount,660,11461
2023/05/19 04:00:00+00,Needham,6154,11462
2023/05/11 04:00:00+00,Middleborough/Lakeville,6906,11463
2023/06/05 04:00:00+00,Fitchburg,4785,11464
2023/05/30 04:00:00+00,Providence/Stoughton,18942,11465
2023/05/19 04:00:00+00,Fitchburg,4992,11466
2023/05/11 04:00:00+00,Lowell,6566,11467
2023/06/05 04:00:00+00,Greenbush,3908,11468
2023/05/30 04:00:00+00,Newburyport/Rockport,9595,11469
2023/05/19 04:00:00+00,Greenbush,3919,11470
2023/05/11 04:00:00+00,Haverhill,6031,11471
2023/06/05 04:00:00+00,Fairmount,3056,11472
2023/05/30 04:00:00+00,Framingham/Worcester,13028,11473
2023/05/19 04:00:00+00,Fairmount,2947,11474
2023/05/11 04:00:00+00,Kingston,5805,11475
2023/06/06 04:00:00+00,Providence/Stoughton,20409,11476
2023/05/30 04:00:00+00,Franklin/Foxboro,8475,11477
2023/05/20 04:00:00+00,Providence/Stoughton,5688,11478
2023/05/11 04:00:00+00,Needham,5911,11479
2023/06/06 04:00:00+00,Newburyport/Rockport,10303,11480
2023/05/30 04:00:00+00,Middleborough/Lakeville,6267,11481
2023/05/20 04:00:00+00,Newburyport/Rockport,5007,11482
2023/05/11 04:00:00+00,Fitchburg,5373,11483
2023/06/06 04:00:00+00,Framingham/Worcester,15653,11484
2023/05/30 04:00:00+00,Lowell,7056,11485
2023/05/20 04:00:00+00,Framingham/Worcester,6504,11486
2023/05/11 04:00:00+00,Greenbush,4887,11487
2023/06/06 04:00:00+00,Franklin/Foxboro,8518,11488
2023/05/30 04:00:00+00,Haverhill,6037,11489
2023/05/20 04:00:00+00,Franklin/Foxboro,1438,11490
2023/05/11 04:00:00+00,Fairmount,3009,11491
2023/06/06 04:00:00+00,Middleborough/Lakeville,6275,11492
2023/05/30 04:00:00+00,Kingston,5255,11493
2023/05/20 04:00:00+00,Middleborough/Lakeville,1735,11494
2023/05/12 04:00:00+00,Providence/Stoughton,18482,11495
2023/06/06 04:00:00+00,Lowell,6937,11496
2023/06/06 04:00:00+00,Haverhill,6239,11497
2023/05/30 04:00:00+00,Needham,6259,11498
2023/06/06 04:00:00+00,Kingston,6197,11499
2023/05/30 04:00:00+00,Fitchburg,5282,11500
2023/06/06 04:00:00+00,Needham,6911,11501
2023/05/30 04:00:00+00,Greenbush,5244,11502
2023/05/12 04:00:00+00,Newburyport/Rockport,9204,11503
2023/05/20 04:00:00+00,Lowell,2802,11504
2023/05/20 04:00:00+00,Haverhill,785,11505
2023/05/20 04:00:00+00,Kingston,503,11506
2023/05/20 04:00:00+00,Needham,664,11507
2023/05/20 04:00:00+00,Fitchburg,1782,11508
2023/05/20 04:00:00+00,Greenbush,420,11509
2023/05/20 04:00:00+00,Fairmount,864,11510
2023/05/21 04:00:00+00,Providence/Stoughton,6094,11511
2023/06/06 04:00:00+00,Fitchburg,5401,11512
2023/06/06 04:00:00+00,Greenbush,4913,11513
2023/05/21 04:00:00+00,Newburyport/Rockport,4702,11514
2023/06/06 04:00:00+00,Fairmount,3235,11515
2023/05/21 04:00:00+00,Framingham/Worcester,4046,11516
2023/05/12 04:00:00+00,Framingham/Worcester,12094,11517
2023/05/30 04:00:00+00,Fairmount,3044,11518
2023/06/07 04:00:00+00,Providence/Stoughton,19077,11519
2023/05/21 04:00:00+00,Franklin/Foxboro,1558,11520
2023/05/12 04:00:00+00,Franklin/Foxboro,8903,11521
2023/05/31 04:00:00+00,Providence/Stoughton,19633,11522
2023/06/07 04:00:00+00,Newburyport/Rockport,9298,11523
2023/05/21 04:00:00+00,Middleborough/Lakeville,1661,11524
2023/05/12 04:00:00+00,Middleborough/Lakeville,5760,11525
2023/05/31 04:00:00+00,Newburyport/Rockport,9573,11526
2023/06/07 04:00:00+00,Framingham/Worcester,15597,11527
2023/05/21 04:00:00+00,Lowell,2303,11528
2023/05/12 04:00:00+00,Lowell,5785,11529
2023/05/31 04:00:00+00,Framingham/Worcester,14908,11530
2023/06/07 04:00:00+00,Franklin/Foxboro,8894,11531
2023/05/21 04:00:00+00,Haverhill,872,11532
2023/05/12 04:00:00+00,Haverhill,5172,11533
2023/05/31 04:00:00+00,Franklin/Foxboro,9292,11534
2023/06/07 04:00:00+00,Middleborough/Lakeville,6437,11535
2023/05/21 04:00:00+00,Kingston,658,11536
2023/05/12 04:00:00+00,Kingston,4004,11537
2023/05/31 04:00:00+00,Middleborough/Lakeville,6105,11538
2023/06/07 04:00:00+00,Lowell,6124,11539
2023/05/21 04:00:00+00,Needham,492,11540
2023/05/12 04:00:00+00,Needham,5569,11541
2023/05/31 04:00:00+00,Lowell,6476,11542
2023/06/07 04:00:00+00,Haverhill,6312,11543
2023/05/21 04:00:00+00,Fitchburg,1245,11544
2023/05/12 04:00:00+00,Fitchburg,4714,11545
2023/06/07 04:00:00+00,Kingston,6256,11546
2023/05/21 04:00:00+00,Greenbush,440,11547
2023/05/12 04:00:00+00,Greenbush,3767,11548
2023/06/07 04:00:00+00,Needham,7320,11549
2023/05/21 04:00:00+00,Fairmount,525,11550
2023/05/12 04:00:00+00,Fairmount,3264,11551
2023/06/07 04:00:00+00,Fitchburg,5264,11552
2023/05/22 04:00:00+00,Providence/Stoughton,16991,11553
2023/05/13 04:00:00+00,Providence/Stoughton,6754,11554
2023/06/07 04:00:00+00,Greenbush,5065,11555
2023/05/22 04:00:00+00,Newburyport/Rockport,9090,11556
2023/05/13 04:00:00+00,Newburyport/Rockport,6384,11557
2023/06/07 04:00:00+00,Fairmount,3201,11558
2023/05/22 04:00:00+00,Framingham/Worcester,12908,11559
2023/05/13 04:00:00+00,Framingham/Worcester,6792,11560
2023/06/08 04:00:00+00,Providence/Stoughton,19715,11561
2023/05/22 04:00:00+00,Franklin/Foxboro,8761,11562
2023/05/13 04:00:00+00,Franklin/Foxboro,2061,11563
2023/06/08 04:00:00+00,Newburyport/Rockport,9308,11564
2023/05/22 04:00:00+00,Middleborough/Lakeville,6367,11565
2023/06/08 04:00:00+00,Framingham/Worcester,14630,11566
2023/05/13 04:00:00+00,Middleborough/Lakeville,1848,11567
2023/05/22 04:00:00+00,Lowell,6096,11568
2023/06/08 04:00:00+00,Franklin/Foxboro,8573,11569
2023/05/13 04:00:00+00,Lowell,2533,11570
2023/05/22 04:00:00+00,Haverhill,6025,11571
2023/06/08 04:00:00+00,Middleborough/Lakeville,6266,11572
2023/05/13 04:00:00+00,Haverhill,1063,11573
2023/05/22 04:00:00+00,Kingston,5570,11574
2023/06/08 04:00:00+00,Lowell,6995,11575
2023/05/13 04:00:00+00,Kingston,1124,11576
2023/05/22 04:00:00+00,Needham,4278,11577
2023/06/08 04:00:00+00,Haverhill,6154,11578
2023/05/13 04:00:00+00,Needham,842,11579
2023/05/22 04:00:00+00,Fitchburg,4574,11580
2023/06/08 04:00:00+00,Kingston,6065,11581
2023/05/13 04:00:00+00,Fitchburg,2388,11582
2023/05/22 04:00:00+00,Greenbush,4303,11583
2023/06/08 04:00:00+00,Needham,5410,11584
2023/05/13 04:00:00+00,Greenbush,531,11585
2023/05/22 04:00:00+00,Fairmount,2828,11586
2023/06/08 04:00:00+00,Fitchburg,5677,11587
2023/05/13 04:00:00+00,Fairmount,818,11588
2023/05/23 04:00:00+00,Providence/Stoughton,19454,11589
2023/05/14 04:00:00+00,Providence/Stoughton,6509,11590
2023/05/23 04:00:00+00,Newburyport/Rockport,9845,11591
2023/05/14 04:00:00+00,Newburyport/Rockport,5805,11592
2023/05/14 04:00:00+00,Framingham/Worcester,3244,11593
2023/05/14 04:00:00+00,Franklin/Foxboro,1648,11594
2023/05/14 04:00:00+00,Middleborough/Lakeville,1687,11595
2023/05/14 04:00:00+00,Lowell,2585,11596
2023/05/14 04:00:00+00,Haverhill,1021,11597
2023/05/14 04:00:00+00,Kingston,1050,11598
2023/05/14 04:00:00+00,Needham,532,11599
2023/05/14 04:00:00+00,Fitchburg,1557,11600
2023/06/25 04:00:00+00,Haverhill,1027,11601
2023/06/25 04:00:00+00,Kingston,695,11602
2023/06/25 04:00:00+00,Needham,1079,11603
2023/06/25 04:00:00+00,Fitchburg,1911,11604
2023/06/25 04:00:00+00,Greenbush,841,11605
2023/06/25 04:00:00+00,Fairmount,615,11606
2023/06/26 04:00:00+00,Providence/Stoughton,19213,11607
2023/06/26 04:00:00+00,Newburyport/Rockport,9802,11608
2023/06/26 04:00:00+00,Framingham/Worcester,14722,11609
2023/06/26 04:00:00+00,Franklin/Foxboro,7294,11610
2023/06/26 04:00:00+00,Middleborough/Lakeville,5947,11611
2023/06/26 04:00:00+00,Lowell,6670,11612
2023/06/26 04:00:00+00,Haverhill,6419,11613
2023/06/26 04:00:00+00,Kingston,5523,11614
2023/06/26 04:00:00+00,Needham,5166,11615
2023/06/26 04:00:00+00,Fitchburg,5207,11616
2023/06/26 04:00:00+00,Greenbush,4416,11617
2023/06/26 04:00:00+00,Fairmount,2792,11618
2023/06/27 04:00:00+00,Providence/Stoughton,20203,11619
2023/06/27 04:00:00+00,Newburyport/Rockport,9835,11620
2023/06/27 04:00:00+00,Framingham/Worcester,15563,11621
2023/06/27 04:00:00+00,Franklin/Foxboro,9117,11622
2023/06/27 04:00:00+00,Middleborough/Lakeville,6613,11623
2023/06/27 04:00:00+00,Lowell,6828,11624
2023/06/27 04:00:00+00,Haverhill,6510,11625
2023/06/27 04:00:00+00,Kingston,5737,11626
2023/06/27 04:00:00+00,Needham,6140,11627
2023/06/27 04:00:00+00,Fitchburg,5613,11628
2023/06/27 04:00:00+00,Greenbush,5065,11629
2023/06/27 04:00:00+00,Fairmount,2753,11630
2023/06/28 04:00:00+00,Providence/Stoughton,20430,11631
2023/06/28 04:00:00+00,Newburyport/Rockport,10931,11632
2023/06/28 04:00:00+00,Framingham/Worcester,14599,11633
2023/06/28 04:00:00+00,Franklin/Foxboro,7918,11634
2023/06/28 04:00:00+00,Middleborough/Lakeville,6529,11635
2023/06/28 04:00:00+00,Lowell,6127,11636
2023/06/28 04:00:00+00,Haverhill,6357,11637
2023/06/28 04:00:00+00,Kingston,6068,11638
2023/06/28 04:00:00+00,Needham,5503,11639
2023/06/28 04:00:00+00,Fitchburg,5455,11640
2023/06/28 04:00:00+00,Greenbush,5226,11641
2023/06/28 04:00:00+00,Fairmount,2595,11642
2023/06/29 04:00:00+00,Providence/Stoughton,20477,11643
2023/06/29 04:00:00+00,Newburyport/Rockport,9889,11644
2023/06/29 04:00:00+00,Framingham/Worcester,15001,11645
2023/06/29 04:00:00+00,Franklin/Foxboro,8214,11646
2023/06/29 04:00:00+00,Middleborough/Lakeville,6577,11647
2023/06/29 04:00:00+00,Lowell,7336,11648
2023/06/29 04:00:00+00,Haverhill,6473,11649
2023/06/29 04:00:00+00,Kingston,5934,11650
2023/06/13 04:00:00+00,Providence/Stoughton,20239,11651
2023/06/13 04:00:00+00,Newburyport/Rockport,10568,11652
2023/06/13 04:00:00+00,Framingham/Worcester,14647,11653
2023/06/13 04:00:00+00,Franklin/Foxboro,9279,11654
2023/06/13 04:00:00+00,Middleborough/Lakeville,6609,11655
2023/06/13 04:00:00+00,Lowell,7170,11656
2023/06/13 04:00:00+00,Haverhill,6271,11657
2023/06/13 04:00:00+00,Kingston,6429,11658
2023/06/13 04:00:00+00,Needham,7065,11659
2023/06/13 04:00:00+00,Fitchburg,5422,11660
2023/06/13 04:00:00+00,Greenbush,4492,11661
2023/06/13 04:00:00+00,Fairmount,2885,11662
2023/06/14 04:00:00+00,Providence/Stoughton,19746,11663
2023/06/14 04:00:00+00,Newburyport/Rockport,10123,11664
2023/06/14 04:00:00+00,Framingham/Worcester,14849,11665
2023/06/14 04:00:00+00,Franklin/Foxboro,9563,11666
2023/06/14 04:00:00+00,Middleborough/Lakeville,6499,11667
2023/06/14 04:00:00+00,Lowell,6925,11668
2023/06/14 04:00:00+00,Haverhill,5963,11669
2023/06/14 04:00:00+00,Kingston,5915,11670
2023/06/14 04:00:00+00,Needham,6976,11671
2023/06/14 04:00:00+00,Fitchburg,5425,11672
2023/06/14 04:00:00+00,Greenbush,4830,11673
2023/06/14 04:00:00+00,Fairmount,2824,11674
2023/06/15 04:00:00+00,Providence/Stoughton,20229,11675
2023/06/15 04:00:00+00,Newburyport/Rockport,9317,11676
2023/06/15 04:00:00+00,Framingham/Worcester,14168,11677
2023/06/15 04:00:00+00,Franklin/Foxboro,8985,11678
2023/06/15 04:00:00+00,Middleborough/Lakeville,6275,11679
2023/06/15 04:00:00+00,Lowell,6803,11680
2023/06/15 04:00:00+00,Haverhill,6577,11681
2023/06/15 04:00:00+00,Kingston,5613,11682
2023/06/15 04:00:00+00,Needham,6951,11683
2023/06/15 04:00:00+00,Fitchburg,5157,11684
2023/06/15 04:00:00+00,Greenbush,5228,11685
2023/06/15 04:00:00+00,Fairmount,3056,11686
2023/06/16 04:00:00+00,Providence/Stoughton,17983,11687
2023/06/16 04:00:00+00,Newburyport/Rockport,9030,11688
2023/06/16 04:00:00+00,Framingham/Worcester,12793,11689
2023/06/16 04:00:00+00,Franklin/Foxboro,7306,11690
2023/06/16 04:00:00+00,Middleborough/Lakeville,6134,11691
2023/06/16 04:00:00+00,Lowell,6178,11692
2023/06/16 04:00:00+00,Haverhill,5902,11693
2023/06/16 04:00:00+00,Kingston,3996,11694
2023/06/16 04:00:00+00,Needham,5540,11695
2023/06/16 04:00:00+00,Fitchburg,5113,11696
2023/06/16 04:00:00+00,Greenbush,3541,11697
2023/06/16 04:00:00+00,Fairmount,2567,11698
2023/06/17 04:00:00+00,Providence/Stoughton,6824,11699
2023/06/17 04:00:00+00,Newburyport/Rockport,6344,11700
2023/06/21 04:00:00+00,Middleborough/Lakeville,6872,11701
2023/06/21 04:00:00+00,Lowell,6556,11702
2023/06/21 04:00:00+00,Haverhill,6388,11703
2023/06/21 04:00:00+00,Kingston,6237,11704
2023/06/21 04:00:00+00,Needham,5766,11705
2023/06/21 04:00:00+00,Fitchburg,6558,11706
2023/06/21 04:00:00+00,Greenbush,4785,11707
2023/06/21 04:00:00+00,Fairmount,2869,11708
2023/06/22 04:00:00+00,Providence/Stoughton,17768,11709
2023/06/22 04:00:00+00,Newburyport/Rockport,10413,11710
2023/06/22 04:00:00+00,Framingham/Worcester,14024,11711
2023/06/22 04:00:00+00,Franklin/Foxboro,8914,11712
2023/06/22 04:00:00+00,Middleborough/Lakeville,6313,11713
2023/06/22 04:00:00+00,Lowell,6796,11714
2023/06/22 04:00:00+00,Haverhill,5858,11715
2023/06/22 04:00:00+00,Kingston,5340,11716
2023/06/22 04:00:00+00,Needham,6023,11717
2023/06/22 04:00:00+00,Fitchburg,5362,11718
2023/06/22 04:00:00+00,Greenbush,4615,11719
2023/06/22 04:00:00+00,Fairmount,2571,11720
2023/06/23 04:00:00+00,Providence/Stoughton,15526,11721
2023/06/23 04:00:00+00,Newburyport/Rockport,9381,11722
2023/06/23 04:00:00+00,Framingham/Worcester,11285,11723
2023/06/23 04:00:00+00,Franklin/Foxboro,7187,11724
2023/06/23 04:00:00+00,Middleborough/Lakeville,5779,11725
2023/06/23 04:00:00+00,Lowell,5699,11726
2023/06/23 04:00:00+00,Haverhill,5294,11727
2023/06/23 04:00:00+00,Kingston,4397,11728
2023/06/23 04:00:00+00,Needham,4761,11729
2023/06/23 04:00:00+00,Fitchburg,4498,11730
2023/06/23 04:00:00+00,Greenbush,3812,11731
2023/06/23 04:00:00+00,Fairmount,2510,11732
2023/06/24 04:00:00+00,Providence/Stoughton,5775,11733
2023/06/24 04:00:00+00,Newburyport/Rockport,5586,11734
2023/06/24 04:00:00+00,Framingham/Worcester,6314,11735
2023/06/24 04:00:00+00,Franklin/Foxboro,1600,11736
2023/06/24 04:00:00+00,Middleborough/Lakeville,1974,11737
2023/06/24 04:00:00+00,Lowell,2006,11738
2023/06/24 04:00:00+00,Haverhill,1907,11739
2023/06/24 04:00:00+00,Kingston,776,11740
2023/06/24 04:00:00+00,Needham,1224,11741
2023/06/24 04:00:00+00,Fitchburg,2134,11742
2023/06/24 04:00:00+00,Greenbush,936,11743
2023/06/24 04:00:00+00,Fairmount,666,11744
2023/06/25 04:00:00+00,Providence/Stoughton,6682,11745
2023/06/25 04:00:00+00,Newburyport/Rockport,4631,11746
2023/06/25 04:00:00+00,Framingham/Worcester,5935,11747
2023/06/25 04:00:00+00,Franklin/Foxboro,1073,11748
2023/06/25 04:00:00+00,Middleborough/Lakeville,2053,11749
2023/06/25 04:00:00+00,Lowell,1687,11750
2023/07/08 04:00:00+00,Providence/Stoughton,5941,11751
2023/06/08 04:00:00+00,Greenbush,4601,11752
2023/06/29 04:00:00+00,Needham,6217,11753
2023/07/03 04:00:00+00,Greenbush,4857,11754
2023/06/17 04:00:00+00,Framingham/Worcester,5810,11755
2023/06/17 04:00:00+00,Franklin/Foxboro,1440,11756
2023/06/17 04:00:00+00,Middleborough/Lakeville,1891,11757
2023/06/17 04:00:00+00,Lowell,1944,11758
2023/06/17 04:00:00+00,Haverhill,2217,11759
2023/06/17 04:00:00+00,Kingston,803,11760
2023/06/17 04:00:00+00,Needham,1118,11761
2023/06/17 04:00:00+00,Fitchburg,2032,11762
2023/06/17 04:00:00+00,Greenbush,915,11763
2023/06/17 04:00:00+00,Fairmount,713,11764
2023/06/18 04:00:00+00,Providence/Stoughton,6000,11765
2023/06/18 04:00:00+00,Newburyport/Rockport,4996,11766
2023/06/18 04:00:00+00,Framingham/Worcester,4783,11767
2023/06/18 04:00:00+00,Franklin/Foxboro,1171,11768
2023/06/18 04:00:00+00,Middleborough/Lakeville,1991,11769
2023/06/18 04:00:00+00,Lowell,1641,11770
2023/06/18 04:00:00+00,Haverhill,1164,11771
2023/06/18 04:00:00+00,Kingston,534,11772
2023/06/18 04:00:00+00,Needham,872,11773
2023/06/18 04:00:00+00,Fitchburg,1822,11774
2023/06/18 04:00:00+00,Greenbush,813,11775
2023/06/18 04:00:00+00,Fairmount,588,11776
2023/06/19 04:00:00+00,Providence/Stoughton,12432,11777
2023/07/08 04:00:00+00,Newburyport/Rockport,7421,11778
2023/06/19 04:00:00+00,Newburyport/Rockport,7486,11779
2023/07/08 04:00:00+00,Framingham/Worcester,5109,11780
2023/07/03 04:00:00+00,Fairmount,2591,11781
2023/06/19 04:00:00+00,Framingham/Worcester,8589,11782
2023/06/29 04:00:00+00,Fitchburg,5814,11783
2023/06/08 04:00:00+00,Fairmount,3112,11784
2023/07/08 04:00:00+00,Franklin/Foxboro,2193,11785
2023/07/04 04:00:00+00,Providence/Stoughton,5183,11786
2023/06/19 04:00:00+00,Franklin/Foxboro,4366,11787
2023/06/29 04:00:00+00,Greenbush,4836,11788
2023/06/09 04:00:00+00,Providence/Stoughton,17647,11789
2023/07/08 04:00:00+00,Middleborough/Lakeville,2178,11790
2023/07/04 04:00:00+00,Newburyport/Rockport,5768,11791
2023/06/19 04:00:00+00,Middleborough/Lakeville,4073,11792
2023/06/29 04:00:00+00,Fairmount,2771,11793
2023/06/09 04:00:00+00,Newburyport/Rockport,8373,11794
2023/07/08 04:00:00+00,Lowell,2905,11795
2023/07/04 04:00:00+00,Framingham/Worcester,5839,11796
2023/06/19 04:00:00+00,Lowell,4384,11797
2023/06/30 04:00:00+00,Providence/Stoughton,18440,11798
2023/06/09 04:00:00+00,Framingham/Worcester,13365,11799
2023/07/08 04:00:00+00,Haverhill,2100,11800
2023/07/04 04:00:00+00,Franklin/Foxboro,2461,11801
2023/06/19 04:00:00+00,Haverhill,4118,11802
2023/06/30 04:00:00+00,Newburyport/Rockport,9754,11803
2023/06/09 04:00:00+00,Franklin/Foxboro,7238,11804
2023/07/08 04:00:00+00,Kingston,961,11805
2023/07/04 04:00:00+00,Middleborough/Lakeville,2390,11806
2023/06/19 04:00:00+00,Kingston,3908,11807
2023/06/30 04:00:00+00,Framingham/Worcester,12744,11808
2023/06/09 04:00:00+00,Middleborough/Lakeville,6427,11809
2023/07/08 04:00:00+00,Needham,906,11810
2023/07/04 04:00:00+00,Lowell,2715,11811
2023/06/19 04:00:00+00,Needham,3762,11812
2023/06/30 04:00:00+00,Franklin/Foxboro,7971,11813
2023/06/09 04:00:00+00,Lowell,5938,11814
2023/07/08 04:00:00+00,Fitchburg,2128,11815
2023/07/04 04:00:00+00,Haverhill,1704,11816
2023/06/19 04:00:00+00,Fitchburg,3627,11817
2023/06/09 04:00:00+00,Haverhill,5438,11818
2023/06/30 04:00:00+00,Middleborough/Lakeville,6165,11819
